Water level from Q (m)
0.494974719
1.805515305
0.716379308
1.817010279
0.666390236
1.579519449
0.797998782
0.615893121
0.430099448
0.428449525
0.405342178
0.356214014
0.307973592
0.277986036
0.251485604
0.240082412
0.228147343
0.235147659
0.265884968
0.24602871
0.234764001
0.357563669
0.369542087
0.27897404
0.248224622
0.920637737
0.481836916
0.328915068
0.2864525
0.279631057
0.263821352
0.285163797
0.329776611
0.512060179
0.884267622
0.755698794
0.486387264
0.372164473
0.31636408
0.325161026
0.289971647
0.261047556
0.258247415
0.445211573
0.318433954
0.270983845
0.246395943
0.229328359
0.218885255
0.222959021
0.221744725
0.214733759
0.210498522
0.208347393
0.205734817
0.200850844
0.199042657
0.193505862
0.192565685
0.189233003
0.178793858
0.185830888
0.558609091
0.337734558
0.263821352
0.232061457
0.221744725
0.221744725
0.220931508
0.219706048
0.201300125
0.187783781
0.282246125
0.390656221
0.39166456
0.564879708
0.63596941
0.516426649
1.117824407
1.64015381
0.743174872
0.763922351
0.558412381
0.801434219
0.74660361
0.765046729
0.523443684
0.386094801
0.335475882
0.31219149
0.286130781
0.259300616
0.238195836
0.227752349
0.218061356
0.205734817
0.189233003
0.196295999
0.195834067
0.188751367
0.188751367
0.183853416
0.174614879
0.176719913
0.174614879
0.168649763
0.169203532
0.163550225
0.171937007
0.176719913
0.178278191
2.000007145
1.640052322
1.091551805
0.992512083
0.45929673
0.340541532
0.509762872
0.711179284
1.125063726
0.677200693
0.361054851
0.281267891
0.308276414
0.338578543
0.625070661
0.400903342
0.330349994
0.280286765
0.251125176
0.238574272
0.235913198
0.231672916
0.225368199
0.214733759
0.207045459
0.198131777
0.190192046
0.184845299
0.192093637
0.191620263
0.187297798
0.432214182
0.481619495
0.216404052
0.187297798
0.178793858
0.19114555
0.19114555
0.18632137
0.178278191
0.168093543
0.162386618
0.156378634
0.150655322
0.145947529
0.143135775
0.143135775
0.180838403
0.182353446
0.175144151
0.173014587
0.171394902
0.173014587
0.169754892
0.168093543
0.165843294
0.161800353
0.160618599
0.160618599
0.161800353
0.161800353
0.176196638
0.170850538
0.169203532
0.168093543
0.222959021
0.217648227
0.332065487
0.801122287
0.61644628
0.352141506
0.2864525
1.056619729
0.461540239
0.473746626
0.656882036
1.387505859
0.817859943
0.441525672
0.339701327
0.431979576
0.79188587
0.602144071
0.385585528
0.297840664
0.254708685
0.236295085
0.221338489
0.210070136
0.201748321
0.19114555
0.185830888
0.201748321
0.208347393
0.198587791
0.18533887
0.180329936
0.177241245
0.175144151
0.174083548
0.178278191
0.177241245
0.201300125
0.301249196
0.274670788
0.260350028
0.225767268
0.312790305
0.261047556
0.78004647
0.411692363
0.339701327
0.315176427
0.264510794
0.247494637
0.417010887
0.307367225
0.263130321
0.231672916
0.210070136
0.198587791
0.193974018
0.218885255
0.86862953
0.405342178
0.269632348
0.226165647
0.207914369
0.196295999
0.187783781
0.184845299
0.182353446
0.181345128
0.179819706
0.171937007
0.168649763
0.168093543
0.168649763
0.168649763
0.161800353
0.192093637
0.208347393
0.217234303
0.242700559
0.228935344
0.51621929
0.483573857
0.281920367
0.242700559
0.211778276
0.192565685
0.193036422
0.18632137
0.198587791
0.20219544
0.205734817
0.196756725
0.178278191
0.157607368
0.151956674
0.149335446
0.146635799
0.140959564
0.140959564
0.158216389
0.166409751
0.156994809
0.150655322
0.159424125
0.151308252
0.142417166
0.151308252
0.157607368
0.163550225
0.202641494
0.191620263
0.175144151
0.162386618
0.147995992
0.145253581
0.143135775
0.141691844
0.149997763
0.149335446
0.149335446
0.14455377
0.141691844
0.140220061
0.139473056
0.138718247
0.137955314
0.132354514
0.134815006
0.195834067
0.178278191
0.16296989
0.166973581
0.208779474
0.196756725
0.195834067
0.191620263
0.229720723
0.203086491
0.184350154
0.174083548
0.171937007
0.165274163
0.159424125
0.147995992
0.146635799
0.149997763
0.149335446
0.146635799
0.14455377
0.140220061
0.140959564
0.141691844
0.140220061
0.139473056
0.137955314
0.136403664
0.134815006
0.13400569
0.13400569
0.133185712
0.131511484
0.131511484
0.133185712
0.137955314
0.140220061
0.149335446
0.154507553
0.222150223
0.235530724
0.196295999
0.174614879
0.165274163
0.370855013
0.338016068
0.251125176
0.215570553
0.206609556
0.200850844
0.199948984
0.194906531
0.711515497
1.104927235
0.368225658
0.841364931
0.671460642
1.18508402
0.465559522
0.898284828
0.767773051
0.472425681
0.378660965
0.314283333
0.275336572
1.100822125
1.064107015
0.996472151
1.030358015
